-1,-1,1
5,14,2
5,15,1
5,16,1
8,13,1
8,14,2
10,11,1
10,12,3
10,14,1
10,20,1
11,6,1
11,11,1
11,12,3
11,13,2
11,14,1
11,15,5
11,16,2
11,17,3
11,18,1
12,8,1
12,9,1
12,10,1
12,11,1
12,12,2
12,13,1
12,15,1
12,16,1
12,17,1
12,18,1
12,21,1
12,22,2
12,23,1
13,1,1
13,4,1
13,5,2
13,9,2
13,12,1
13,14,1
13,16,1
13,19,1
13,20,1
13,23,1
14,0,2
14,10,1
14,12,1
14,13,1
15,5,1
15,8,6
15,9,2
15,10,7
15,11,2
15,12,3
15,13,2
15,14,3
15,15,8
15,16,1
15,17,1
15,18,1
15,20,1
16,0,1
16,2,2
16,8,1
16,9,1
16,10,3
16,11,2
16,13,1
16,14,5
16,15,4
16,16,1
16,19,2
16,20,1
16,21,1
16,23,4
17,0,2
17,1,3
17,2,1
17,3,1
17,8,2
17,9,1
17,10,3
17,11,3
17,12,1
17,13,1
17,14,7
17,15,1
17,22,2
18,1,1
18,3,1
18,5,1
18,7,4
18,9,3
18,10,6
18,11,6
18,12,4
18,13,7
18,14,3
18,15,1
18,16,1
18,17,2
18,18,1
18,19,1
18,22,1
18,23,2
19,0,1
19,1,1
19,8,2
19,9,4
19,10,3
19,11,3
19,12,1
19,13,2
19,14,1
19,15,1
19,16,1
19,17,1
19,18,2
19,19,1
19,22,1
19,23,2
20,1,1
20,2,1
20,15,2
20,17,1
20,19,2
20,20,2
20,23,3
21,0,2
21,5,1
21,9,1
21,14,1
21,17,1
21,18,1
21,20,2
22,7,1
22,8,3
22,9,2
22,10,5
22,11,2
22,12,2
22,13,5
22,14,3
22,15,3
22,18,2
22,20,3
22,21,3
22,22,1
22,23,1
23,0,1
23,3,1
23,8,2
23,9,4
23,10,2
23,11,3
23,12,3
23,13,6
23,14,1
23,15,4
23,16,1
23,18,2
23,20,2
23,21,1
23,22,1
23,23,1
24,2,1
24,8,5
24,9,3
24,10,4
24,11,3
24,12,1
24,13,6
24,14,3
24,15,1
24,17,3
25,0,1
25,2,1
25,4,1
25,8,1
25,9,4
25,10,2
25,11,1
25,12,1
25,13,2
25,14,4
25,15,2
25,20,1
26,5,1
26,8,5
26,9,4
26,10,2
26,11,3
26,12,4
26,13,1
26,14,1
26,15,1
26,16,1
26,20,1
27,0,1
27,10,1
