-1,-1,1
5,14,2
5,15,1
5,16,1
8,14,1
9,14,1
10,10,1
10,12,2
10,15,1
11,9,1
11,11,1
11,14,1
11,17,1
11,18,1
11,20,1
13,11,1
13,14,1
16,14,1
16,23,1
18,9,1
18,18,1
19,8,2
19,9,2
19,12,1
19,13,2
19,14,2
19,15,2
19,21,1
19,22,1
20,22,1
21,8,1
21,16,1
22,10,1
22,11,1
22,13,2
22,14,2
22,15,2
22,20,1
23,1,1
23,9,1
23,10,1
23,12,1
23,14,1
23,15,1
23,18,1
23,20,1
23,21,1
24,0,1
24,8,1
24,9,2
24,10,1
24,13,2
24,14,1
24,16,1
24,22,1
25,2,1
25,9,1
25,12,2
25,14,2
25,17,1
25,19,1
26,7,1
26,10,2
26,11,2
26,12,2
26,14,2
26,15,1
26,16,1
26,20,1
26,23,1
27,1,1
27,16,1
27,18,1
