-1,-1,1
6,2,1
8,17,1
10,13,1
10,14,1
10,15,1
11,2,1
11,9,1
11,15,1
11,20,1
11,23,1
12,0,1
12,12,1
12,13,1
12,18,1
12,22,1
12,23,2
13,1,1
13,17,1
14,0,1
14,3,1
14,17,1
15,1,1
15,13,1
15,14,1
15,15,1
15,22,1
16,7,1
16,12,2
16,14,2
16,20,1
16,22,1
16,23,5
17,1,2
17,2,1
17,5,1
17,12,2
17,13,3
17,15,1
17,16,2
18,3,1
18,7,1
18,8,2
18,9,2
18,13,1
18,14,3
18,17,1
18,18,1
18,19,1
18,20,2
18,21,2
18,22,1
19,6,1
19,8,2
19,9,1
19,10,2
19,11,3
19,12,2
19,13,1
19,14,2
19,15,2
19,17,1
19,18,1
19,20,3
19,23,1
20,0,1
20,6,2
20,13,1
20,21,1
20,23,1
21,1,3
21,10,1
21,11,1
21,16,1
21,18,1
21,21,1
21,22,1
22,3,1
22,9,2
22,10,1
22,11,3
22,13,2
22,14,7
22,15,1
22,19,1
22,20,2
22,22,2
22,23,4
23,0,1
23,1,1
23,2,1
23,3,2
23,4,1
23,8,1
23,9,2
23,10,2
23,11,2
23,12,4
23,13,4
23,14,5
23,15,1
23,16,3
23,18,1
23,19,1
23,20,1
23,21,1
23,22,1
24,5,1
24,7,1
24,8,5
24,9,5
24,10,4
24,11,1
24,12,2
24,13,6
24,14,10
24,15,6
24,16,5
24,17,4
24,18,1
24,19,1
24,21,1
24,22,1
24,23,1
25,0,2
25,3,2
25,4,1
25,8,3
25,9,6
25,10,3
25,11,2
25,12,5
25,13,1
25,14,2
25,16,2
25,19,1
26,4,1
26,8,4
26,9,6
26,10,3
26,11,3
26,12,4
26,13,2
26,14,5
26,15,2
26,16,2
26,17,2
26,18,2
26,20,2
26,21,1
26,22,2
26,23,1
27,0,2
27,1,1
27,12,1
27,16,1
27,19,3
