-1,-1,1
5,14,2
5,15,1
5,16,1
8,13,1
8,14,2
10,11,1
10,12,3
10,14,1
10,20,1
11,6,1
11,11,1
11,12,3
11,13,2
11,14,1
11,15,5
11,16,2
11,17,3
11,18,1
12,8,1
12,9,1
12,10,1
12,11,1
12,12,2
12,13,1
12,15,1
12,16,1
12,17,1
12,18,1
12,21,1
12,22,2
12,23,1
13,1,1
13,4,1
13,5,2
13,9,2
13,12,1
13,14,1
13,16,1
13,19,1
13,20,1
13,23,1
14,0,2
14,6,1
14,9,1
14,10,1
15,0,1
15,5,1
15,8,2
15,9,5
15,10,7
15,11,3
15,12,3
15,13,3
15,14,10
15,15,2
15,16,1
15,18,3
15,21,1
15,23,1
16,8,3
16,9,1
16,10,2
16,12,2
16,13,5
16,14,2
16,15,1
16,16,2
16,17,2
16,19,3
16,20,1
16,21,1
16,22,1
16,23,4
17,0,1
17,1,2
17,7,1
17,8,2
17,9,1
17,10,3
17,11,2
17,12,3
17,13,5
17,17,2
17,18,1
17,19,1
17,20,1
17,21,2
17,22,2
18,6,1
18,8,3
18,9,5
18,10,10
18,11,3
18,12,6
18,13,2
18,14,2
18,15,2
18,16,2
18,17,3
18,18,1
18,21,2
19,1,1
19,2,1
19,4,1
19,5,1
19,8,3
19,9,3
19,10,3
19,11,2
19,12,5
19,13,1
19,14,2
19,15,2
19,18,3
19,19,4
19,21,3
19,22,2
20,0,2
20,1,1
20,2,1
20,5,1
20,8,1
20,9,1
20,15,1
20,17,2
20,19,1
20,21,1
20,22,2
21,0,2
21,2,1
21,14,1
21,18,1
22,1,1
22,3,1
22,8,1
22,9,5
22,10,4
22,11,1
22,12,2
22,13,8
22,14,3
22,15,5
22,16,1
22,17,1
22,19,2
22,21,1
22,22,1
23,1,1
23,5,1
23,6,1
23,8,2
23,9,3
23,10,5
23,11,3
23,12,4
23,13,3
23,14,1
23,15,5
23,16,2
23,17,1
23,19,1
23,21,1
24,7,1
24,8,5
24,9,5
24,10,2
24,11,4
24,12,2
24,13,4
24,14,4
24,16,1
24,19,1
25,0,1
25,1,1
25,4,2
25,6,2
25,8,2
25,9,1
25,10,4
25,11,4
25,12,3
25,14,2
25,15,3
25,16,3
25,20,2
26,8,2
26,9,1
26,10,1
26,11,1
26,12,1
26,13,3
26,14,2
26,15,3
26,16,1
26,17,2
26,19,2
26,20,1
26,22,1
26,23,1
27,0,1
27,1,2
27,2,1
27,3,1
27,15,1
27,17,1
27,18,1
27,22,1
