-1,-1,1
5,14,2
5,15,1
5,16,1
8,14,1
9,14,1
10,10,1
10,12,2
10,15,1
11,9,1
11,11,1
11,14,1
11,17,1
11,18,1
11,20,1
13,11,1
13,14,1
15,13,1
15,14,1
15,18,1
16,8,1
16,13,2
16,14,2
16,16,1
16,17,1
16,18,1
16,23,1
17,0,3
17,9,1
17,10,1
17,12,1
17,13,2
17,14,2
17,16,1
17,17,1
18,1,1
18,7,1
18,8,2
18,9,1
18,10,2
18,11,2
18,14,1
18,16,2
18,17,2
18,18,2
18,20,1
18,21,1
18,23,1
19,3,1
19,4,1
19,8,1
19,9,1
19,11,1
19,12,1
19,13,1
19,17,2
19,20,2
19,22,1
19,23,1
20,6,1
20,23,1
21,0,1
21,12,1
21,14,1
21,21,1
22,2,1
22,10,3
22,12,1
22,13,1
22,14,2
22,15,1
22,16,1
22,20,1
23,1,1
23,2,1
23,4,1
23,8,1
23,11,2
23,12,3
23,13,4
23,14,3
23,15,4
23,16,1
23,17,3
23,18,2
23,19,1
23,20,3
23,23,2
24,4,1
24,7,1
24,8,2
24,9,1
24,10,1
24,11,2
24,13,2
24,14,2
24,16,1
24,17,1
24,20,1
25,2,1
25,8,1
25,9,1
25,10,1
25,12,1
25,13,2
25,14,2
25,15,1
25,16,1
25,17,1
26,2,1
26,8,3
26,9,6
26,10,1
26,11,3
26,12,1
26,13,1
26,14,2
26,17,1
26,19,1
26,21,1
27,3,1
27,5,1
27,11,1
27,19,1
27,20,1
