-1,-1,1
5,14,2
5,15,1
5,16,1
8,14,1
9,2,1
9,17,1
9,22,1
10,9,1
10,11,1
10,12,1
10,13,1
10,14,1
10,15,2
11,8,1
11,9,1
11,10,1
11,11,2
11,12,1
11,15,2
11,16,2
12,8,1
12,11,1
12,12,1
12,14,2
12,19,2
12,23,1
13,0,1
13,16,1
13,19,2
13,20,3
13,21,1
14,5,1
14,7,1
14,9,1
14,20,1
15,13,5
15,14,1
15,15,1
15,16,1
16,2,1
16,8,1
16,9,2
16,10,1
16,11,1
16,15,1
16,16,1
16,17,2
16,21,1
16,22,1
16,23,1
17,0,3
17,1,1
17,2,1
17,10,1
17,11,3
17,12,1
17,13,2
17,14,2
17,15,2
17,16,1
17,19,2
17,23,1
18,2,1
18,8,2
18,9,2
18,10,1
18,11,2
18,13,3
18,15,1
18,16,1
18,18,3
18,20,2
19,0,1
19,6,1
19,8,3
19,9,2
19,10,5
19,11,2
19,12,4
19,13,1
19,14,1
19,15,2
19,18,1
19,19,4
19,20,2
19,22,3
20,1,1
20,4,1
20,7,1
20,9,1
20,10,1
20,11,1
20,18,1
20,19,1
20,20,1
20,21,3
20,23,1
21,0,2
21,2,1
21,5,1
21,14,1
21,17,1
21,19,2
21,21,1
22,0,1
22,2,2
22,6,1
22,8,1
22,9,3
22,10,5
22,11,3
22,12,3
22,13,6
22,14,5
22,15,3
22,16,2
22,17,1
22,20,1
22,22,1
22,23,1
23,1,1
23,3,1
23,8,2
23,9,4
23,10,12
23,11,5
23,12,7
23,13,4
23,14,6
23,15,2
23,16,3
23,17,1
23,18,3
23,21,1
23,23,3
24,1,1
24,5,1
24,7,1
24,8,8
24,9,6
24,10,5
24,11,2
24,12,1
24,13,5
24,14,7
24,15,1
24,19,2
24,20,1
24,23,1
25,0,1
25,2,1
25,3,1
25,7,1
25,8,4
25,9,4
25,10,5
25,11,3
25,12,4
25,13,2
25,14,3
25,15,2
25,16,4
25,17,1
25,19,2
25,22,1
26,3,1
26,8,2
26,9,5
26,10,1
26,11,4
26,12,1
26,13,2
26,14,2
26,15,1
26,17,2
26,18,1
26,20,1
26,22,2
27,3,1
27,14,1
27,18,1
