-1,-1,1
5,14,2
5,15,1
5,16,1
8,14,1
9,2,1
9,17,1
9,22,1
10,9,1
10,11,1
10,12,1
10,13,1
10,14,1
10,15,2
11,8,1
11,9,1
11,10,1
11,11,2
11,12,1
11,15,2
11,16,2
12,8,1
12,11,1
12,12,1
12,14,2
12,19,2
12,23,1
13,0,1
13,16,1
13,19,2
13,20,3
13,21,1
14,5,1
14,7,1
14,9,1
14,20,1
15,13,5
15,14,1
15,15,1
15,16,1
16,2,1
16,8,1
16,9,2
16,10,1
16,11,1
16,15,1
16,16,1
16,17,2
16,21,1
16,22,1
16,23,1
17,0,2
17,1,1
17,3,1
17,6,1
17,13,1
17,14,2
17,15,1
17,16,2
17,21,1
18,8,1
18,9,1
18,10,2
18,11,1
18,13,2
18,14,2
18,16,1
18,17,1
18,21,2
18,22,1
19,8,2
19,10,3
19,11,1
19,13,1
19,14,3
19,18,1
19,19,1
19,22,1
20,0,1
20,1,2
20,7,1
20,20,1
20,22,1
21,1,2
21,14,1
21,16,1
21,17,1
22,7,1
22,9,3
22,10,3
22,11,1
22,12,2
22,13,7
22,14,3
22,15,1
22,16,1
22,18,3
22,19,1
22,22,2
22,23,1
23,0,3
23,8,1
23,9,2
23,10,2
23,11,1
23,12,4
23,13,3
23,14,2
23,15,5
23,19,2
23,20,2
23,23,1
24,2,1
24,7,1
24,8,4
24,9,6
24,10,6
24,11,3
24,13,3
24,14,3
24,15,3
24,16,1
24,17,1
24,18,1
24,19,1
24,20,1
24,22,2
24,23,2
25,0,2
25,1,2
25,2,1
25,3,1
25,8,4
25,9,7
25,10,3
25,11,4
25,12,3
25,13,2
25,14,5
25,15,6
25,16,3
25,19,1
25,20,2
25,21,1
25,22,1
25,23,1
26,1,2
26,8,4
26,9,3
26,10,5
26,11,1
26,12,1
26,13,3
26,14,2
26,15,1
26,16,4
26,18,2
26,20,1
26,22,3
27,0,1
27,2,1
27,3,1
27,4,1
27,8,1
27,15,1
27,19,1
27,20,2
27,22,1
