-1,-1,1
5,14,2
5,15,1
5,16,1
8,13,1
8,14,2
10,11,1
10,12,3
10,14,1
10,20,1
11,6,1
11,11,1
11,12,3
11,13,2
11,14,1
11,15,5
11,16,2
11,17,3
11,18,1
12,8,1
12,9,1
12,10,1
12,11,1
12,12,2
12,13,1
12,15,1
12,16,1
12,17,1
12,18,1
12,21,1
12,22,2
12,23,1
13,1,1
13,4,1
13,5,2
13,9,2
13,12,1
13,14,1
13,16,1
13,19,1
13,20,1
13,23,1
14,0,2
14,6,1
14,9,1
14,10,1
15,0,1
15,5,1
15,8,4
15,9,4
15,10,7
15,11,3
15,12,3
15,13,2
15,14,9
15,15,2
15,16,2
15,18,3
15,21,1
15,23,1
16,8,3
16,9,1
16,10,2
16,12,2
16,13,6
16,14,1
16,15,1
16,16,4
16,17,3
16,18,2
16,19,1
16,20,4
16,21,1
16,23,2
17,1,1
17,4,2
17,6,1
17,8,2
17,9,1
17,10,2
17,11,4
17,12,4
17,14,3
17,15,6
17,17,1
17,19,2
17,23,1
18,0,1
18,1,1
18,3,1
18,4,1
18,7,1
18,8,4
18,9,6
18,10,6
18,11,4
18,12,1
18,13,4
18,14,1
18,15,5
18,16,2
18,19,2
18,20,2
18,22,1
18,23,1
19,2,1
19,4,1
19,5,1
19,8,2
19,9,4
19,10,5
19,11,3
19,12,2
19,13,7
19,14,3
19,15,2
19,18,2
19,20,1
19,21,2
19,22,2
20,0,1
20,1,1
20,2,1
20,9,1
20,14,1
20,16,1
20,17,1
20,20,1
20,21,2
20,23,1
21,9,1
21,14,1
21,18,1
21,20,1
22,3,1
22,8,5
22,9,2
22,10,3
22,11,5
22,12,5
22,13,3
22,14,6
22,15,3
22,16,2
22,17,1
22,18,3
22,19,1
22,20,2
22,21,1
23,3,1
23,7,1
23,8,3
23,9,3
23,10,5
23,11,3
23,12,1
23,13,4
23,14,3
23,15,2
23,17,1
23,20,2
23,22,1
24,0,1
24,1,1
24,7,2
24,8,3
24,9,2
24,10,4
24,11,2
24,12,1
24,13,5
24,14,2
24,16,1
24,19,1
25,7,1
25,8,5
25,9,2
25,10,2
25,11,6
25,12,2
25,13,2
25,14,1
25,15,3
25,16,1
25,18,1
25,19,2
26,3,2
26,8,2
26,9,1
26,10,1
26,11,1
26,12,2
26,13,4
26,14,2
26,15,2
26,16,2
26,18,2
26,19,1
26,20,1
26,21,1
26,22,3
26,23,2
27,1,1
27,2,2
27,9,1
27,21,1
27,23,1
