-1,-1,1
5,14,2
5,15,1
5,16,1
8,14,1
9,14,1
10,10,1
10,12,2
10,15,1
11,9,1
11,11,1
11,14,1
11,17,1
11,18,1
11,20,1
13,11,1
13,14,1
16,23,1
17,5,1
18,10,1
18,16,1
18,23,2
19,1,2
19,13,1
19,15,2
19,19,1
19,20,1
19,21,2
20,0,1
20,1,1
20,20,1
20,21,1
20,22,1
20,23,2
21,2,1
21,18,1
22,3,1
22,8,1
22,9,1
22,10,1
22,12,1
22,14,3
22,16,1
22,22,1
23,1,1
23,5,1
23,8,1
23,9,2
23,10,1
23,11,2
23,13,1
23,14,2
23,15,1
23,18,1
24,4,1
24,10,1
24,13,1
24,16,1
24,17,1
24,20,2
25,0,1
25,1,1
25,8,1
25,11,1
25,12,1
25,14,2
25,15,1
25,16,1
25,22,1
26,0,2
26,8,1
26,10,2
26,11,1
26,12,1
26,13,1
26,16,1
26,21,2
26,22,1
26,23,1
27,18,2
27,20,1
27,22,1
27,23,1
