-1,-1,1
6,2,1
8,17,1
10,13,1
10,18,1
11,12,1
11,15,2
11,16,1
12,12,1
12,20,1
15,1,1
15,10,3
15,13,1
15,14,3
15,16,1
15,17,1
15,18,3
16,10,1
16,11,1
16,13,1
16,15,2
16,16,1
16,22,1
17,14,1
17,18,1
17,19,1
17,21,1
18,7,1
18,8,3
18,9,2
18,11,2
18,12,1
18,14,2
18,15,1
18,18,1
18,19,1
18,20,3
19,1,1
19,8,3
19,9,1
19,11,2
19,12,2
19,13,3
19,15,2
19,17,1
19,21,1
19,22,1
20,16,1
20,17,1
20,19,1
20,23,1
21,1,1
21,18,1
22,1,1
22,3,1
22,9,1
22,10,3
22,11,1
22,13,2
22,15,1
22,16,2
22,17,2
23,3,1
23,9,2
23,11,2
23,13,1
23,14,1
23,15,3
23,22,2
23,23,1
24,3,1
24,7,1
24,8,4
24,9,3
24,10,5
24,11,9
24,12,2
24,13,4
24,14,1
24,15,2
24,16,1
24,18,1
24,19,1
25,1,1
25,2,2
25,7,1
25,8,1
25,9,2
25,10,1
25,11,2
25,12,2
25,13,3
25,14,2
25,15,2
25,16,3
25,17,1
25,19,1
25,20,1
26,2,1
26,8,1
26,9,4
26,10,3
26,11,3
26,12,5
26,13,6
26,14,3
26,15,2
26,16,1
26,17,2
26,18,2
26,20,1
26,22,3
27,3,1
27,9,1
27,18,1
